x	y	label	showSelected1	group
0.5	-0.05	Bacillus	Bacillus, Bradyrhizobium	34
0.5	-0.05	Bacillus	Bacillus, Burkholderia	35
0.5	-0.05	Bacillus	Bacillus, Cellvibrio	36
0.5	-0.05	Bacillus	Bacillus, Chitinophaga	39
0.5	-0.05	Bacillus	Bacillus, Flavobacterium	41
0.5	-0.05	Bacillus	Bacillus, Gp16	42
0.5	-0.05	Bacillus	Bacillus, Gp6	43
0.5	-0.05	Bacillus	Bacillus, Kaistia	45
0.5	-0.05	Bacillus	Bacillus, Labrys	46
0.5	-0.05	Bacillus	Bacillus, Luteibacter	47
0.5	-0.05	Bacillus	Bacillus, Mucilaginibacter	50
0.5	-0.05	Bacillus	Bacillus, Mycobacterium	52
0.5	-0.05	Bacillus	Bacillus, Paenibacillus	54
0.5	-0.05	Bacillus	Bacillus, Pedobacter	55
0.5	-0.05	Bacillus	Bacillus, Pseudomonas	58
0.5	-0.05	Bacillus	Bacillus, Rhizobium	59
0.5	-0.05	Bacillus	Bacillus, Spartobacteria_genera_incertae_sedis	61
0.5	-0.05	Bacillus	Bacillus, Sphingomonas	62
0.5	-0.05	Bacillus	Bacillus, Absidia	32
0.5	-0.05	Bacillus	Bacillus, Amphinema	33
0.5	-0.05	Bacillus	Bacillus, Cenococcum	37
0.5	-0.05	Bacillus	Bacillus, Chaetomium	38
0.5	-0.05	Bacillus	Bacillus, Cryptococcus	40
0.5	-0.05	Bacillus	Bacillus, Inocybe	44
0.5	-0.05	Bacillus	Bacillus, Metarhizium	48
0.5	-0.05	Bacillus	Bacillus, Mortierella	49
0.5	-0.05	Bacillus	Bacillus, Mucor	51
0.5	-0.05	Bacillus	Bacillus, Ovicillium	53
0.5	-0.05	Bacillus	Bacillus, Penicillium	56
0.5	-0.05	Bacillus	Bacillus, Phialocephala	57
0.5	-0.05	Bacillus	Bacillus, Russula	60
0.5	-0.05	Bacillus	Bacillus, Tomentella	63
0.5	-0.05	Bacillus	Bacillus, Trichoderma	64
0.5	-0.05	Bacillus	Bacillus, Umbelopsis	65
0.5	-0.05	Bacillus	Bacillus, Wilcoxina	66
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Burkholderia	69
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Cellvibrio	70
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Chitinophaga	73
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Flavobacterium	75
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Gp16	76
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Gp6	77
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Kaistia	79
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Labrys	80
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Luteibacter	81
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Mucilaginibacter	84
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Mycobacterium	86
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Paenibacillus	88
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Pedobacter	89
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Pseudomonas	92
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Rhizobium	93
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Spartobacteria_genera_incertae_sedis	95
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Sphingomonas	96
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Absidia	67
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Amphinema	68
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Cenococcum	71
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Chaetomium	72
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Cryptococcus	74
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Inocybe	78
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Metarhizium	82
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Mortierella	83
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Mucor	85
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Ovicillium	87
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Penicillium	90
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Phialocephala	91
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Russula	94
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Tomentella	97
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Trichoderma	98
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Umbelopsis	99
0.5	-0.05	Bradyrhizobium	Bradyrhizobium, Wilcoxina	100
0.5	-0.05	Burkholderia	Burkholderia, Cellvibrio	103
0.5	-0.05	Burkholderia	Burkholderia, Chitinophaga	106
0.5	-0.05	Burkholderia	Burkholderia, Flavobacterium	108
0.5	-0.05	Burkholderia	Burkholderia, Gp16	109
0.5	-0.05	Burkholderia	Burkholderia, Gp6	110
0.5	-0.05	Burkholderia	Burkholderia, Kaistia	112
0.5	-0.05	Burkholderia	Burkholderia, Labrys	113
0.5	-0.05	Burkholderia	Burkholderia, Luteibacter	114
0.5	-0.05	Burkholderia	Burkholderia, Mucilaginibacter	117
0.5	-0.05	Burkholderia	Burkholderia, Mycobacterium	119
0.5	-0.05	Burkholderia	Burkholderia, Paenibacillus	121
0.5	-0.05	Burkholderia	Burkholderia, Pedobacter	122
0.5	-0.05	Burkholderia	Burkholderia, Pseudomonas	125
0.5	-0.05	Burkholderia	Burkholderia, Rhizobium	126
0.5	-0.05	Burkholderia	Burkholderia, Spartobacteria_genera_incertae_sedis	128
0.5	-0.05	Burkholderia	Burkholderia, Sphingomonas	129
0.5	-0.05	Burkholderia	Burkholderia, Absidia	101
0.5	-0.05	Burkholderia	Burkholderia, Amphinema	102
0.5	-0.05	Burkholderia	Burkholderia, Cenococcum	104
0.5	-0.05	Burkholderia	Burkholderia, Chaetomium	105
0.5	-0.05	Burkholderia	Burkholderia, Cryptococcus	107
0.5	-0.05	Burkholderia	Burkholderia, Inocybe	111
0.5	-0.05	Burkholderia	Burkholderia, Metarhizium	115
0.5	-0.05	Burkholderia	Burkholderia, Mortierella	116
0.5	-0.05	Burkholderia	Burkholderia, Mucor	118
0.5	-0.05	Burkholderia	Burkholderia, Ovicillium	120
0.5	-0.05	Burkholderia	Burkholderia, Penicillium	123
0.5	-0.05	Burkholderia	Burkholderia, Phialocephala	124
0.5	-0.05	Burkholderia	Burkholderia, Russula	127
0.5	-0.05	Burkholderia	Burkholderia, Tomentella	130
0.5	-0.05	Burkholderia	Burkholderia, Trichoderma	131
0.5	-0.05	Burkholderia	Burkholderia, Umbelopsis	132
0.5	-0.05	Burkholderia	Burkholderia, Wilcoxina	133
0.5	-0.05	Cellvibrio	Cellvibrio, Chitinophaga	138
0.5	-0.05	Cellvibrio	Cellvibrio, Flavobacterium	140
0.5	-0.05	Cellvibrio	Cellvibrio, Gp16	141
0.5	-0.05	Cellvibrio	Cellvibrio, Gp6	142
0.5	-0.05	Cellvibrio	Cellvibrio, Kaistia	144
0.5	-0.05	Cellvibrio	Cellvibrio, Labrys	145
0.5	-0.05	Cellvibrio	Cellvibrio, Luteibacter	146
0.5	-0.05	Cellvibrio	Cellvibrio, Mucilaginibacter	149
0.5	-0.05	Cellvibrio	Cellvibrio, Mycobacterium	151
0.5	-0.05	Cellvibrio	Cellvibrio, Paenibacillus	153
0.5	-0.05	Cellvibrio	Cellvibrio, Pedobacter	154
0.5	-0.05	Cellvibrio	Cellvibrio, Pseudomonas	157
0.5	-0.05	Cellvibrio	Cellvibrio, Rhizobium	158
0.5	-0.05	Cellvibrio	Cellvibrio, Spartobacteria_genera_incertae_sedis	160
0.5	-0.05	Cellvibrio	Cellvibrio, Sphingomonas	161
0.5	-0.05	Cellvibrio	Cellvibrio, Absidia	134
0.5	-0.05	Cellvibrio	Cellvibrio, Amphinema	135
0.5	-0.05	Cellvibrio	Cellvibrio, Cenococcum	136
0.5	-0.05	Cellvibrio	Cellvibrio, Chaetomium	137
0.5	-0.05	Cellvibrio	Cellvibrio, Cryptococcus	139
0.5	-0.05	Cellvibrio	Cellvibrio, Inocybe	143
0.5	-0.05	Cellvibrio	Cellvibrio, Metarhizium	147
0.5	-0.05	Cellvibrio	Cellvibrio, Mortierella	148
0.5	-0.05	Cellvibrio	Cellvibrio, Mucor	150
0.5	-0.05	Cellvibrio	Cellvibrio, Ovicillium	152
0.5	-0.05	Cellvibrio	Cellvibrio, Penicillium	155
0.5	-0.05	Cellvibrio	Cellvibrio, Phialocephala	156
0.5	-0.05	Cellvibrio	Cellvibrio, Russula	159
0.5	-0.05	Cellvibrio	Cellvibrio, Tomentella	162
0.5	-0.05	Cellvibrio	Cellvibrio, Trichoderma	163
0.5	-0.05	Cellvibrio	Cellvibrio, Umbelopsis	164
0.5	-0.05	Cellvibrio	Cellvibrio, Wilcoxina	165
0.5	-0.05	Chitinophaga	Chitinophaga, Flavobacterium	198
0.5	-0.05	Chitinophaga	Chitinophaga, Gp16	199
0.5	-0.05	Chitinophaga	Chitinophaga, Gp6	200
0.5	-0.05	Chitinophaga	Chitinophaga, Kaistia	202
0.5	-0.05	Chitinophaga	Chitinophaga, Labrys	203
0.5	-0.05	Chitinophaga	Chitinophaga, Luteibacter	204
0.5	-0.05	Chitinophaga	Chitinophaga, Mucilaginibacter	207
0.5	-0.05	Chitinophaga	Chitinophaga, Mycobacterium	209
0.5	-0.05	Chitinophaga	Chitinophaga, Paenibacillus	211
0.5	-0.05	Chitinophaga	Chitinophaga, Pedobacter	212
0.5	-0.05	Chitinophaga	Chitinophaga, Pseudomonas	215
0.5	-0.05	Chitinophaga	Chitinophaga, Rhizobium	216
0.5	-0.05	Chitinophaga	Chitinophaga, Spartobacteria_genera_incertae_sedis	218
0.5	-0.05	Chitinophaga	Chitinophaga, Sphingomonas	219
0.5	-0.05	Chitinophaga	Chitinophaga, Absidia	193
0.5	-0.05	Chitinophaga	Chitinophaga, Amphinema	194
0.5	-0.05	Chitinophaga	Chitinophaga, Cenococcum	195
0.5	-0.05	Chitinophaga	Chitinophaga, Chaetomium	196
0.5	-0.05	Chitinophaga	Chitinophaga, Cryptococcus	197
0.5	-0.05	Chitinophaga	Chitinophaga, Inocybe	201
0.5	-0.05	Chitinophaga	Chitinophaga, Metarhizium	205
0.5	-0.05	Chitinophaga	Chitinophaga, Mortierella	206
0.5	-0.05	Chitinophaga	Chitinophaga, Mucor	208
0.5	-0.05	Chitinophaga	Chitinophaga, Ovicillium	210
0.5	-0.05	Chitinophaga	Chitinophaga, Penicillium	213
0.5	-0.05	Chitinophaga	Chitinophaga, Phialocephala	214
0.5	-0.05	Chitinophaga	Chitinophaga, Russula	217
0.5	-0.05	Chitinophaga	Chitinophaga, Tomentella	220
0.5	-0.05	Chitinophaga	Chitinophaga, Trichoderma	221
0.5	-0.05	Chitinophaga	Chitinophaga, Umbelopsis	222
0.5	-0.05	Chitinophaga	Chitinophaga, Wilcoxina	223
0.5	-0.05	Flavobacterium	Flavobacterium, Gp16	241
0.5	-0.05	Flavobacterium	Flavobacterium, Gp6	242
0.5	-0.05	Flavobacterium	Flavobacterium, Kaistia	244
0.5	-0.05	Flavobacterium	Flavobacterium, Labrys	245
0.5	-0.05	Flavobacterium	Flavobacterium, Luteibacter	246
0.5	-0.05	Flavobacterium	Flavobacterium, Mucilaginibacter	249
0.5	-0.05	Flavobacterium	Flavobacterium, Mycobacterium	251
0.5	-0.05	Flavobacterium	Flavobacterium, Paenibacillus	253
0.5	-0.05	Flavobacterium	Flavobacterium, Pedobacter	254
0.5	-0.05	Flavobacterium	Flavobacterium, Pseudomonas	257
0.5	-0.05	Flavobacterium	Flavobacterium, Rhizobium	258
0.5	-0.05	Flavobacterium	Flavobacterium, Spartobacteria_genera_incertae_sedis	260
0.5	-0.05	Flavobacterium	Flavobacterium, Sphingomonas	261
0.5	-0.05	Flavobacterium	Flavobacterium, Absidia	236
0.5	-0.05	Flavobacterium	Flavobacterium, Amphinema	237
0.5	-0.05	Flavobacterium	Flavobacterium, Cenococcum	238
0.5	-0.05	Flavobacterium	Flavobacterium, Chaetomium	239
0.5	-0.05	Flavobacterium	Flavobacterium, Cryptococcus	240
0.5	-0.05	Flavobacterium	Flavobacterium, Inocybe	243
0.5	-0.05	Flavobacterium	Flavobacterium, Metarhizium	247
0.5	-0.05	Flavobacterium	Flavobacterium, Mortierella	248
0.5	-0.05	Flavobacterium	Flavobacterium, Mucor	250
0.5	-0.05	Flavobacterium	Flavobacterium, Ovicillium	252
0.5	-0.05	Flavobacterium	Flavobacterium, Penicillium	255
0.5	-0.05	Flavobacterium	Flavobacterium, Phialocephala	256
0.5	-0.05	Flavobacterium	Flavobacterium, Russula	259
0.5	-0.05	Flavobacterium	Flavobacterium, Tomentella	262
0.5	-0.05	Flavobacterium	Flavobacterium, Trichoderma	263
0.5	-0.05	Flavobacterium	Flavobacterium, Umbelopsis	264
0.5	-0.05	Flavobacterium	Flavobacterium, Wilcoxina	265
0.5	-0.05	Gp16	Gp16, Gp6	271
0.5	-0.05	Gp16	Gp16, Kaistia	273
0.5	-0.05	Gp16	Gp16, Labrys	274
0.5	-0.05	Gp16	Gp16, Luteibacter	275
0.5	-0.05	Gp16	Gp16, Mucilaginibacter	278
0.5	-0.05	Gp16	Gp16, Mycobacterium	280
0.5	-0.05	Gp16	Gp16, Paenibacillus	282
0.5	-0.05	Gp16	Gp16, Pedobacter	283
0.5	-0.05	Gp16	Gp16, Pseudomonas	286
0.5	-0.05	Gp16	Gp16, Rhizobium	287
0.5	-0.05	Gp16	Gp16, Spartobacteria_genera_incertae_sedis	289
0.5	-0.05	Gp16	Gp16, Sphingomonas	290
0.5	-0.05	Gp16	Gp16, Absidia	266
0.5	-0.05	Gp16	Gp16, Amphinema	267
0.5	-0.05	Gp16	Gp16, Cenococcum	268
0.5	-0.05	Gp16	Gp16, Chaetomium	269
0.5	-0.05	Gp16	Gp16, Cryptococcus	270
0.5	-0.05	Gp16	Gp16, Inocybe	272
0.5	-0.05	Gp16	Gp16, Metarhizium	276
0.5	-0.05	Gp16	Gp16, Mortierella	277
0.5	-0.05	Gp16	Gp16, Mucor	279
0.5	-0.05	Gp16	Gp16, Ovicillium	281
0.5	-0.05	Gp16	Gp16, Penicillium	284
0.5	-0.05	Gp16	Gp16, Phialocephala	285
0.5	-0.05	Gp16	Gp16, Russula	288
0.5	-0.05	Gp16	Gp16, Tomentella	291
0.5	-0.05	Gp16	Gp16, Trichoderma	292
0.5	-0.05	Gp16	Gp16, Umbelopsis	293
0.5	-0.05	Gp16	Gp16, Wilcoxina	294
0.5	-0.05	Gp6	Gp6, Kaistia	301
0.5	-0.05	Gp6	Gp6, Labrys	302
0.5	-0.05	Gp6	Gp6, Luteibacter	303
0.5	-0.05	Gp6	Gp6, Mucilaginibacter	306
0.5	-0.05	Gp6	Gp6, Mycobacterium	308
0.5	-0.05	Gp6	Gp6, Paenibacillus	310
0.5	-0.05	Gp6	Gp6, Pedobacter	311
0.5	-0.05	Gp6	Gp6, Pseudomonas	314
0.5	-0.05	Gp6	Gp6, Rhizobium	315
0.5	-0.05	Gp6	Gp6, Spartobacteria_genera_incertae_sedis	317
0.5	-0.05	Gp6	Gp6, Sphingomonas	318
0.5	-0.05	Gp6	Gp6, Absidia	295
0.5	-0.05	Gp6	Gp6, Amphinema	296
0.5	-0.05	Gp6	Gp6, Cenococcum	297
0.5	-0.05	Gp6	Gp6, Chaetomium	298
0.5	-0.05	Gp6	Gp6, Cryptococcus	299
0.5	-0.05	Gp6	Gp6, Inocybe	300
0.5	-0.05	Gp6	Gp6, Metarhizium	304
0.5	-0.05	Gp6	Gp6, Mortierella	305
0.5	-0.05	Gp6	Gp6, Mucor	307
0.5	-0.05	Gp6	Gp6, Ovicillium	309
0.5	-0.05	Gp6	Gp6, Penicillium	312
0.5	-0.05	Gp6	Gp6, Phialocephala	313
0.5	-0.05	Gp6	Gp6, Russula	316
0.5	-0.05	Gp6	Gp6, Tomentella	319
0.5	-0.05	Gp6	Gp6, Trichoderma	320
0.5	-0.05	Gp6	Gp6, Umbelopsis	321
0.5	-0.05	Gp6	Gp6, Wilcoxina	322
0.5	-0.05	Kaistia	Kaistia, Labrys	340
0.5	-0.05	Kaistia	Kaistia, Luteibacter	341
0.5	-0.05	Kaistia	Kaistia, Mucilaginibacter	344
0.5	-0.05	Kaistia	Kaistia, Mycobacterium	346
0.5	-0.05	Kaistia	Kaistia, Paenibacillus	348
0.5	-0.05	Kaistia	Kaistia, Pedobacter	349
0.5	-0.05	Kaistia	Kaistia, Pseudomonas	352
0.5	-0.05	Kaistia	Kaistia, Rhizobium	353
0.5	-0.05	Kaistia	Kaistia, Spartobacteria_genera_incertae_sedis	355
0.5	-0.05	Kaistia	Kaistia, Sphingomonas	356
0.5	-0.05	Kaistia	Kaistia, Absidia	334
0.5	-0.05	Kaistia	Kaistia, Amphinema	335
0.5	-0.05	Kaistia	Kaistia, Cenococcum	336
0.5	-0.05	Kaistia	Kaistia, Chaetomium	337
0.5	-0.05	Kaistia	Kaistia, Cryptococcus	338
0.5	-0.05	Kaistia	Kaistia, Inocybe	339
0.5	-0.05	Kaistia	Kaistia, Metarhizium	342
0.5	-0.05	Kaistia	Kaistia, Mortierella	343
0.5	-0.05	Kaistia	Kaistia, Mucor	345
0.5	-0.05	Kaistia	Kaistia, Ovicillium	347
0.5	-0.05	Kaistia	Kaistia, Penicillium	350
0.5	-0.05	Kaistia	Kaistia, Phialocephala	351
0.5	-0.05	Kaistia	Kaistia, Russula	354
0.5	-0.05	Kaistia	Kaistia, Tomentella	357
0.5	-0.05	Kaistia	Kaistia, Trichoderma	358
0.5	-0.05	Kaistia	Kaistia, Umbelopsis	359
0.5	-0.05	Kaistia	Kaistia, Wilcoxina	360
0.5	-0.05	Labrys	Labrys, Luteibacter	367
0.5	-0.05	Labrys	Labrys, Mucilaginibacter	370
0.5	-0.05	Labrys	Labrys, Mycobacterium	372
0.5	-0.05	Labrys	Labrys, Paenibacillus	374
0.5	-0.05	Labrys	Labrys, Pedobacter	375
0.5	-0.05	Labrys	Labrys, Pseudomonas	378
0.5	-0.05	Labrys	Labrys, Rhizobium	379
0.5	-0.05	Labrys	Labrys, Spartobacteria_genera_incertae_sedis	381
0.5	-0.05	Labrys	Labrys, Sphingomonas	382
0.5	-0.05	Labrys	Labrys, Absidia	361
0.5	-0.05	Labrys	Labrys, Amphinema	362
0.5	-0.05	Labrys	Labrys, Cenococcum	363
0.5	-0.05	Labrys	Labrys, Chaetomium	364
0.5	-0.05	Labrys	Labrys, Cryptococcus	365
0.5	-0.05	Labrys	Labrys, Inocybe	366
0.5	-0.05	Labrys	Labrys, Metarhizium	368
0.5	-0.05	Labrys	Labrys, Mortierella	369
0.5	-0.05	Labrys	Labrys, Mucor	371
0.5	-0.05	Labrys	Labrys, Ovicillium	373
0.5	-0.05	Labrys	Labrys, Penicillium	376
0.5	-0.05	Labrys	Labrys, Phialocephala	377
0.5	-0.05	Labrys	Labrys, Russula	380
0.5	-0.05	Labrys	Labrys, Tomentella	383
0.5	-0.05	Labrys	Labrys, Trichoderma	384
0.5	-0.05	Labrys	Labrys, Umbelopsis	385
0.5	-0.05	Labrys	Labrys, Wilcoxina	386
0.5	-0.05	Luteibacter	Luteibacter, Mucilaginibacter	395
0.5	-0.05	Luteibacter	Luteibacter, Mycobacterium	397
0.5	-0.05	Luteibacter	Luteibacter, Paenibacillus	399
0.5	-0.05	Luteibacter	Luteibacter, Pedobacter	400
0.5	-0.05	Luteibacter	Luteibacter, Pseudomonas	403
0.5	-0.05	Luteibacter	Luteibacter, Rhizobium	404
0.5	-0.05	Luteibacter	Luteibacter, Spartobacteria_genera_incertae_sedis	406
0.5	-0.05	Luteibacter	Luteibacter, Sphingomonas	407
0.5	-0.05	Luteibacter	Luteibacter, Absidia	387
0.5	-0.05	Luteibacter	Luteibacter, Amphinema	388
0.5	-0.05	Luteibacter	Luteibacter, Cenococcum	389
0.5	-0.05	Luteibacter	Luteibacter, Chaetomium	390
0.5	-0.05	Luteibacter	Luteibacter, Cryptococcus	391
0.5	-0.05	Luteibacter	Luteibacter, Inocybe	392
0.5	-0.05	Luteibacter	Luteibacter, Metarhizium	393
0.5	-0.05	Luteibacter	Luteibacter, Mortierella	394
0.5	-0.05	Luteibacter	Luteibacter, Mucor	396
0.5	-0.05	Luteibacter	Luteibacter, Ovicillium	398
0.5	-0.05	Luteibacter	Luteibacter, Penicillium	401
0.5	-0.05	Luteibacter	Luteibacter, Phialocephala	402
0.5	-0.05	Luteibacter	Luteibacter, Russula	405
0.5	-0.05	Luteibacter	Luteibacter, Tomentella	408
0.5	-0.05	Luteibacter	Luteibacter, Trichoderma	409
0.5	-0.05	Luteibacter	Luteibacter, Umbelopsis	410
0.5	-0.05	Luteibacter	Luteibacter, Wilcoxina	411
0.5	-0.05	Mucilaginibacter	Mucilaginibacter, Mycobacterium	440
